UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Tool wear [min],Machine failure,Tool wear failure,Head dissipation failure,Power failure,Overstrain failure,Random failure
7351,L54530,L,299.7,310.2,38.3275357934736,26.0,False,False,False,False,False,False
9176,L56355,L,297.8,309.0,37.45664160065608,0.0,True,False,False,True,False,False
5457,M20316,M,303.1,312.6,39.585350825778974,132.0,False,False,False,False,False,False
1420,L48599,L,298.7,309.8,36.7967389859482,212.0,True,False,False,False,True,False
2546,M17405,M,299.2,309.0,39.25557285278104,104.0,False,False,False,False,False,False
457,H29870,H,297.3,308.7,38.44476557348217,98.0,False,False,False,False,False,False
1482,M16341,M,298.2,309.2,36.49657518178932,147.0,False,False,False,False,False,False
773,H30186,H,296.8,308.0,38.11823710509184,24.0,False,False,False,False,False,False
3799,L50978,L,302.1,310.8,42.26109321823088,47.0,False,False,False,False,False,False
2903,M17762,M,300.6,309.4,39.25557285278104,105.0,False,False,False,False,False,False
9280,M24139,M,298.2,308.8,40.55859958134649,58.0,False,False,False,False,False,False
7113,L54292,L,300.9,310.1,37.77565353504821,65.0,False,False,False,False,False,False
8582,M23441,M,297.5,308.0,37.8021163428716,148.0,False,False,False,False,False,False
2330,L49509,L,299.3,308.7,38.52272056851645,213.0,False,False,False,False,False,False
7710,L54889,L,300.5,311.4,38.01315561749642,66.0,False,False,False,False,False,False
1525,L48704,L,298.2,309.0,40.01249804748511,43.0,False,False,False,False,False,False
9641,L56820,L,299.4,310.5,38.91015291668744,108.0,False,False,False,False,False,False
58,L47237,L,298.8,309.1,38.897300677553446,160.0,False,False,False,False,False,False
139,H29552,H,298.8,310.1,38.06573262134856,108.0,False,False,False,False,False,False
7344,L54523,L,299.6,310.2,38.31448812133603,9.0,False,False,False,False,False,False
4395,L51574,L,302.2,310.0,38.50973902793941,20.0,False,False,False,False,False,False
3494,M18353,M,301.9,311.0,40.47221268969612,116.0,False,False,False,False,False,False
9240,H38653,H,298.2,308.8,37.89459064299283,153.0,False,False,False,False,False,False
8762,L55941,L,297.5,308.8,37.64306044943742,177.0,False,False,False,False,False,False
2598,L49777,L,299.0,308.7,38.06573262134856,18.0,False,False,False,False,False,False
2654,L49833,L,300.1,309.5,42.17819341792628,169.0,False,False,False,False,False,False
9900,L57079,L,298.7,309.2,39.82461550347976,180.0,False,False,False,False,False,False
8718,L55897,L,297.1,308.7,38.39270764090493,64.0,False,False,False,False,False,False
7402,L54581,L,299.8,310.8,37.53664875824692,154.0,False,False,False,False,False,False
9368,L56547,L,297.9,308.5,38.36665218650175,70.0,False,False,False,False,False,False
1098,H30511,H,296.9,307.5,37.37646318206152,22.0,False,False,False,False,False,False
6893,L54072,L,301.0,311.6,37.94733192202055,131.0,False,False,False,False,False,False
6301,L53480,L,301.2,310.1,38.948684188300895,108.0,False,False,False,False,False,False
6807,L53986,L,301.1,310.1,40.09987531152685,119.0,False,False,False,False,False,False
3405,L50584,L,301.3,310.4,41.1703777004778,108.0,False,False,False,False,False,False
3849,L51028,L,302.3,310.9,41.47288270665544,108.0,False,False,False,False,False,False
2340,L49519,L,299.2,308.2,38.28837943815329,8.0,False,False,False,False,False,False
1448,M16307,M,299.0,310.3,40.76763422127902,67.0,False,False,False,False,False,False
5308,L52487,L,304.0,313.3,39.11521443121589,211.0,False,False,False,False,False,False
373,M15232,M,297.4,308.3,37.48332962798263,108.0,False,False,False,False,False,False
8877,M23736,M,298.1,310.1,41.8568990729127,77.0,False,False,False,False,False,False
7099,L54278,L,300.7,310.2,40.52159917870962,26.0,False,False,False,False,False,False
4408,L51587,L,302.3,310.1,37.33630940518894,57.0,False,False,False,False,False,False
2906,L50085,L,300.6,310.1,39.395431207184416,113.0,False,False,False,False,False,False
7888,L55067,L,300.7,312.4,39.87480407475377,98.0,False,False,False,False,False,False
1432,M16291,M,298.9,310.1,37.46998799039039,20.0,False,False,False,False,False,False
3322,L50501,L,301.5,310.6,39.01281840626232,114.0,False,False,False,False,False,False
5086,M19945,M,304.0,313.0,37.10795063055895,61.0,False,False,False,False,False,False
486,M15345,M,297.4,309.0,41.04875150354759,177.0,False,False,False,False,False,False
9473,M24332,M,298.7,309.4,37.08099243547832,157.0,False,False,False,False,False,False
2277,L49456,L,299.3,310.1,37.322915213043046,80.0,False,False,False,False,False,False
7742,L54921,L,300.5,310.1,38.44476557348217,153.0,False,False,False,False,False,False
8918,M23777,M,297.1,308.2,39.10242959203431,183.0,False,False,False,False,False,False
6635,L53814,L,300.1,310.1,37.36308338453881,117.0,False,False,False,False,False,False
6975,L54154,L,300.7,311.0,36.30426972134269,128.0,False,False,False,False,False,False
1668,L48847,L,298.2,307.9,42.05948168962618,188.0,False,False,False,False,False,False
5268,M20127,M,303.5,312.9,37.92097045171708,106.0,False,False,False,False,False,False
9846,L57025,L,298.3,309.1,37.69615364994153,33.0,False,False,False,False,False,False
6999,M21858,M,300.6,310.7,37.25587202039432,190.0,False,False,False,False,False,False
4869,L52048,L,303.6,312.4,37.65634076752546,128.0,False,False,False,False,False,False
7460,L54639,L,300.0,311.5,39.88734135035826,79.0,False,False,False,False,False,False
4897,M19756,M,303.7,312.4,40.52159917870962,206.0,False,False,False,False,False,False
4392,M19251,M,302.2,310.1,36.98648401781386,12.0,True,False,True,False,False,False
7050,L54229,L,300.6,310.4,38.65229618017538,118.0,False,False,False,False,False,False
7661,M22520,M,300.1,311.6,35.298725189445584,165.0,False,False,False,False,False,False
5300,L52479,L,303.7,313.1,36.81032463861192,188.0,False,False,False,False,False,False
1535,L48714,L,300.1,310.1,41.916583830269374,71.0,False,False,False,False,False,False
9782,L56961,L,298.8,309.9,37.96050579220461,62.0,False,False,False,False,False,False
308,M15167,M,297.8,308.4,39.736632972611055,152.0,False,False,False,False,False,False
2943,L50122,L,300.7,309.5,38.22302970723278,0.0,False,False,False,False,False,False
3620,L50799,L,301.9,311.2,37.881393849751625,16.0,False,False,False,False,False,False
5923,L53102,L,300.5,310.3,37.881393849751625,31.0,False,False,False,False,False,False
6481,L53660,L,300.7,309.9,42.13074886588179,149.0,False,False,False,False,False,False
6866,L54045,L,300.1,311.4,39.1279950930277,55.0,False,False,False,False,False,False
4758,L51937,L,303.4,311.6,38.69108424430621,58.0,False,False,False,False,False,False
9987,M24846,M,298.8,308.6,38.82009788756334,207.0,False,False,False,False,False,False
9578,M24437,M,299.5,310.7,36.932370625238775,0.0,False,False,False,False,False,False
9137,L56316,L,297.7,310.1,41.15823125451335,102.0,False,False,False,False,False,False
6734,M21593,M,301.7,311.0,36.20773398046335,108.0,False,False,False,False,False,False
4765,M19624,M,303.7,310.1,37.44329045369811,76.0,False,False,False,False,False,False
7695,H37108,H,300.6,310.1,38.72983346207417,17.0,False,False,False,False,False,False
2532,M17391,M,298.8,308.5,38.8587184554509,66.0,False,False,False,False,False,False
7748,M22607,M,300.5,310.1,36.4828726939094,167.0,False,False,False,False,False,False
7440,L54619,L,300.0,311.3,38.63935817272331,28.0,False,False,False,False,False,False
7685,M22544,M,300.7,311.8,37.5099986670221,224.0,False,False,False,False,False,False
109,H29522,H,298.9,308.8,40.26164427839479,75.0,False,False,False,False,False,False
3266,L50445,L,301.3,310.1,36.81032463861192,193.0,False,False,False,False,False,False
3222,L50401,L,300.6,309.6,37.72267222772003,74.0,False,False,False,False,False,False
2837,M17696,M,300.3,309.1,38.18376618407357,175.0,False,False,False,False,False,False
871,L48050,L,295.8,306.4,36.40054944640259,65.0,False,False,False,False,False,False
1286,M16145,M,298.5,309.6,38.62641583165593,100.0,False,False,False,False,False,False
6889,M21748,M,300.9,311.4,37.86819245752297,118.0,False,False,False,False,False,False
2141,L49320,L,299.3,309.0,37.66961640367472,158.0,False,False,False,False,False,False
1520,M16379,M,298.2,308.9,38.88444419044716,28.0,False,False,False,False,False,False
9461,M24320,M,298.4,309.2,37.403208418530085,125.0,False,False,False,False,False,False
1413,M16272,M,298.8,309.9,37.61648574760805,194.0,False,False,False,False,False,False
7022,H36435,H,300.7,310.6,40.38564101261734,43.0,False,False,False,False,False,False
2649,L49828,L,299.8,309.4,37.89459064299283,158.0,False,False,False,False,False,False
679,M15538,M,297.8,310.1,35.98610843089316,108.0,False,False,False,False,False,False
7585,L54764,L,300.4,311.2,38.36665218650175,187.0,False,False,False,False,False,False
9108,M23967,M,297.5,308.5,40.76763422127902,26.0,False,False,False,False,False,False
7627,H37040,H,300.5,311.6,36.75595189897821,78.0,False,False,False,False,False,False
8337,L55516,L,298.9,309.7,38.06573262134856,147.0,False,False,False,False,False,False
2747,L49926,L,299.7,309.2,37.5632799419859,108.0,False,False,False,False,False,False
9702,L56881,L,298.8,309.8,38.535697735995385,74.0,False,False,False,False,False,False
4417,M19276,M,302.6,310.4,39.14077158156185,77.0,False,False,False,False,False,False
6377,L53556,L,300.0,309.6,41.15823125451335,94.0,False,False,False,False,False,False
235,L47414,L,298.2,308.4,38.44476557348217,183.0,False,False,False,False,False,False
9145,M24004,M,297.5,310.1,38.03945320322047,118.0,False,False,False,False,False,False
2815,L49994,L,300.0,309.3,37.3496987939662,122.0,False,False,False,False,False,False
9416,M24275,M,298.2,308.7,36.89173349139343,0.0,False,False,False,False,False,False
8929,L56108,L,297.4,308.4,39.1279950930277,213.0,False,False,False,False,False,False
1889,M16748,M,297.8,307.4,43.61192497471305,129.0,False,False,False,False,False,False
1068,L48247,L,296.9,307.8,38.28837943815329,153.0,False,False,False,False,False,False
3250,L50429,L,301.1,309.8,38.63935817272331,149.0,False,False,False,False,False,False
400,L47579,L,297.4,308.4,37.30951621235526,174.0,False,False,False,False,False,False
1528,H30941,H,298.1,309.1,37.74917217635375,49.0,False,False,False,False,False,False
3641,H33054,H,302.4,311.6,39.293765408777,70.0,False,False,False,False,False,False
7836,L55015,L,300.1,311.5,39.35733730830886,189.0,False,False,False,False,False,False
1692,L48871,L,297.9,307.5,40.024992192379,21.0,False,False,False,False,False,False
9757,L56936,L,298.6,309.8,39.96248240537617,213.0,False,False,False,False,False,False
1886,L49065,L,298.0,307.6,41.02438299353203,122.0,False,False,False,False,False,False
3985,L51164,L,302.3,311.3,40.64480286580315,108.0,False,False,False,False,False,False
2972,M17831,M,300.7,309.5,37.322915213043046,81.0,False,False,False,False,False,False
9638,L56817,L,299.2,310.3,38.24918299781056,160.0,False,False,False,False,False,False
301,L47480,L,297.8,308.4,40.27406113120453,134.0,False,False,False,False,False,False
4567,L51746,L,302.8,310.8,37.44329045369811,30.0,False,False,False,False,False,False
1677,H31090,H,297.9,307.6,37.65634076752546,207.0,False,False,False,False,False,False
5476,L52655,L,302.7,312.2,36.55133376499413,179.0,False,False,False,False,False,False
6510,L53689,L,301.1,310.1,39.54743986657038,7.0,False,False,False,False,False,False
2554,L49733,L,299.3,309.1,38.379682124790975,125.0,False,False,False,False,False,False
8192,M23051,M,299.6,310.9,40.3732584763727,108.0,False,False,False,False,False,False
3243,L50422,L,300.9,309.6,37.20215047547655,131.0,False,False,False,False,False,False
7347,L54526,L,299.6,310.2,38.3275357934736,15.0,False,False,False,False,False,False
394,M15253,M,297.5,308.4,36.74234614174768,157.0,False,False,False,False,False,False
9676,M24535,M,299.0,310.2,36.02776706930364,108.0,False,False,False,False,False,False
3289,L50468,L,301.3,310.1,40.76763422127902,37.0,False,False,False,False,False,False
8544,M23403,M,300.1,309.4,36.945906403822335,56.0,False,False,False,False,False,False
9435,L56614,L,298.0,308.6,40.32369030731191,50.0,False,False,False,False,False,False
9112,L56291,L,297.6,308.6,36.75595189897821,37.0,False,False,False,False,False,False
8936,L56115,L,297.4,308.3,42.43819034784589,11.0,False,False,False,False,False,False
6540,L53719,L,301.4,310.7,37.89459064299283,90.0,False,False,False,False,False,False
956,L48135,L,295.6,306.3,43.71498598878879,74.0,False,False,False,False,False,False
7452,L54631,L,300.3,311.8,38.8329756778952,57.0,False,False,False,False,False,False
5022,L52201,L,304.0,313.0,36.74234614174768,88.0,False,False,False,False,False,False
4963,M19822,M,304.0,312.7,38.15756805667783,160.0,False,False,False,False,False,False
9982,L57161,L,298.7,308.5,36.78314831549904,190.0,False,False,False,False,False,False
1992,M16851,M,300.1,307.8,39.786932528155525,185.0,False,False,False,False,False,False
4473,L51652,L,302.7,310.1,38.74274125562104,4.0,False,False,False,False,False,False
6840,L54019,L,301.2,311.2,39.4715087119811,204.0,False,False,False,False,False,False
8503,H37916,H,298.6,309.8,35.76310948449533,152.0,False,False,False,False,False,False
190,M15049,M,300.1,308.4,39.23009049186607,69.0,False,False,False,False,False,False
8475,M23334,M,298.5,310.1,39.02563260217571,83.0,False,False,False,False,False,False
4995,M19854,M,303.5,312.6,40.52159917870962,108.0,False,False,False,False,False,False
4256,M19115,M,302.5,311.0,37.242448899072144,116.0,False,False,False,False,False,False
5230,H34643,H,303.9,313.1,42.30839160261236,17.0,False,False,False,False,False,False
2945,L50124,L,300.7,310.1,38.79432948254165,7.0,False,False,False,False,False,False
8200,L55379,L,299.2,310.7,41.67733196834941,225.0,True,True,False,False,False,False
8158,L55337,L,300.1,310.8,38.70400496072725,116.0,False,False,False,False,False,False
1356,M16215,M,298.6,310.0,41.0,108.0,False,False,False,False,False,False
3548,M18407,M,301.9,310.1,38.30143600441112,43.0,False,False,False,False,False,False
532,L47711,L,297.6,309.5,39.35733730830886,68.0,False,False,False,False,False,False
7747,M22606,M,300.4,311.7,38.8329756778952,164.0,False,False,False,False,False,False
9679,M24538,M,299.1,310.2,41.36423575989287,17.0,False,False,False,False,False,False
383,L47562,L,297.5,308.5,36.53765181289022,131.0,False,False,False,False,False,False
2411,L49590,L,299.1,308.5,41.09744517606904,192.0,False,False,False,False,False,False
2017,L49196,L,298.5,308.3,38.18376618407357,44.0,False,False,False,False,False,False
3368,H32781,H,301.5,310.7,42.30839160261236,8.0,False,False,False,False,False,False
2281,L49460,L,299.4,308.8,37.282703764614496,92.0,False,False,False,False,False,False
8494,M23353,M,298.3,309.5,39.496835316263,131.0,False,False,False,False,False,False
9134,L56313,L,297.7,310.1,38.45776904605882,93.0,False,False,False,False,False,False
488,M15347,M,297.4,309.1,38.24918299781056,183.0,False,False,False,False,False,False
2849,M17708,M,300.3,309.3,37.29611239794304,204.0,False,False,False,False,False,False
8083,H37496,H,300.1,311.5,37.70941526992961,134.0,False,False,False,False,False,False
1097,L48276,L,297.0,307.6,40.98780306383839,20.0,False,False,False,False,False,False
7768,H37181,H,300.2,311.4,36.31803959466976,15.0,False,False,False,False,False,False
7977,H37390,H,301.2,312.4,37.3496987939662,90.0,False,False,False,False,False,False
1835,L49014,L,297.8,307.2,38.70400496072725,188.0,False,False,False,False,False,False
209,L47388,L,298.4,310.1,39.88734135035826,122.0,False,False,False,False,False,False
8578,L55757,L,300.1,308.3,38.7556447501522,139.0,False,False,False,False,False,False
7656,L54835,L,300.4,311.5,39.94996871087636,154.0,False,False,False,False,False,False
1039,L48218,L,296.6,307.6,38.70400496072725,80.0,False,False,False,False,False,False
7990,L55169,L,301.1,312.4,37.81534080237808,124.0,False,False,False,False,False,False
2553,H31966,H,299.3,309.1,39.395431207184416,108.0,False,False,False,False,False,False
1085,M15944,M,297.0,307.7,38.70400496072725,199.0,False,False,False,False,False,False
4134,L51313,L,301.8,310.3,42.01190307520001,29.0,False,False,False,False,False,False
5543,L52722,L,302.3,311.7,37.416573867739416,136.0,False,False,False,False,False,False
9945,L57124,L,298.3,307.9,37.403208418530085,99.0,False,False,False,False,False,False
9536,M24395,M,299.3,310.6,40.11234224026316,99.0,False,False,False,False,False,False
197,H29610,H,298.3,308.6,37.84177585684901,91.0,False,False,False,False,False,False
8077,L55256,L,300.3,311.8,36.87817782917155,119.0,False,False,False,False,False,False
7974,L55153,L,301.1,312.3,41.01219330881976,83.0,False,False,False,False,False,False
2238,L49417,L,299.3,308.6,37.45664160065608,189.0,False,False,False,False,False,False
5383,L52562,L,302.9,312.4,41.20679555607303,202.0,False,False,False,False,False,False
2882,M17741,M,300.6,309.6,39.84971769034255,50.0,False,False,False,False,False,False
2779,L49958,L,300.0,309.4,36.16628264005025,32.0,False,False,False,False,False,False
2097,M16956,M,299.5,309.4,37.242448899072144,32.0,False,False,False,False,False,False
3377,M18236,M,301.5,310.8,37.21558813185679,30.0,False,False,False,False,False,False
9686,L56865,L,299.0,310.1,36.87817782917155,37.0,False,False,False,False,False,False
1708,L48887,L,298.2,307.8,37.93415347678132,62.0,False,False,False,False,False,False
1543,L48722,L,298.3,308.9,37.134889255254286,91.0,False,False,False,False,False,False
7039,L54218,L,300.7,310.6,40.66939881532551,89.0,False,False,False,False,False,False
5817,L52996,L,301.3,311.0,39.774363602702685,202.0,False,False,False,False,False,False
5811,L52990,L,301.3,311.0,43.08131845707603,189.0,False,False,False,False,False,False
6158,L53337,L,300.1,311.2,42.118879377305376,186.0,False,False,False,False,False,False
5270,L52449,L,303.5,312.9,38.78143885933064,111.0,False,False,False,False,False,False
2717,L49896,L,299.5,309.0,38.70400496072725,101.0,False,False,False,False,False,False
8856,L56035,L,297.7,308.9,40.76763422127902,19.0,False,False,False,False,False,False
7534,L54713,L,300.0,311.2,38.78143885933064,58.0,False,False,False,False,False,False
8450,L55629,L,298.4,309.9,41.53311931459037,21.0,False,False,False,False,False,False
7620,L54799,L,300.6,311.5,38.19685850956856,63.0,False,False,False,False,False,False
2730,L49909,L,299.7,309.3,37.64306044943742,131.0,False,False,False,False,False,False
4622,L51801,L,303.0,311.2,36.61966684720111,174.0,True,False,True,False,False,False
7283,L54462,L,300.1,310.2,38.54867053479276,66.0,False,False,False,False,False,False
8316,H37729,H,298.7,309.8,37.70941526992961,85.0,False,False,False,False,False,False
1328,L48507,L,298.8,310.2,42.59107887809371,204.0,False,False,False,False,False,False
3333,M18192,M,301.7,310.8,40.87786687193939,137.0,False,False,False,False,False,False
8216,L55395,L,299.1,310.5,37.90778284204973,40.0,False,False,False,False,False,False
4336,L51515,L,301.7,310.1,40.08740450565489,93.0,False,False,False,False,False,False
5217,M20076,M,303.7,312.7,36.27671429443411,197.0,False,False,False,False,False,False
6602,M21461,M,300.1,310.7,36.701498607005135,29.0,False,False,False,False,False,False
3628,L50807,L,302.2,311.5,39.84971769034255,39.0,False,False,False,False,False,False
2668,M17527,M,299.8,310.1,40.77989700820736,208.0,False,False,False,False,False,False
3021,L50200,L,300.4,309.6,39.28103868280471,209.0,False,False,False,False,False,False
9545,L56724,L,299.6,311.0,41.32795663954365,122.0,False,False,False,False,False,False
8793,L55972,L,297.4,308.5,37.65634076752546,52.0,False,False,False,False,False,False
5404,L52583,L,302.7,312.3,43.10452412450461,2.0,False,False,False,False,False,False
1939,L49118,L,298.1,307.9,38.948684188300895,50.0,False,False,False,False,False,False
100,L47279,L,298.8,308.8,39.02563260217571,55.0,False,False,False,False,False,False
7920,L55099,L,300.8,312.0,38.67815921162743,175.0,False,False,False,False,False,False
4930,L52109,L,303.5,312.4,36.60601043544625,76.0,False,False,False,False,False,False
2999,L50178,L,300.5,309.7,40.19950248448356,155.0,False,False,False,False,False,False
4308,L51487,L,301.4,309.9,35.482389998420345,20.0,True,False,True,False,False,False
5822,L53001,L,301.3,311.1,36.09709129556009,212.0,False,False,False,False,False,False
3066,M17925,M,300.1,309.2,41.0731055558257,95.0,False,False,False,False,False,True
3200,H32613,H,300.1,309.1,39.496835316263,14.0,False,False,False,False,False,False
3425,L50604,L,301.5,310.5,39.91240408695021,155.0,False,False,False,False,False,False
2246,M17105,M,299.3,308.4,37.92097045171708,0.0,False,False,False,False,False,False
6615,L53794,L,301.7,310.6,40.74309757492672,66.0,False,False,False,False,False,False
9371,H38784,H,297.7,308.4,37.65634076752546,77.0,False,False,False,False,False,False
6302,M21161,M,301.2,310.6,39.698866482558415,109.0,False,False,False,False,False,False
7972,L55151,L,301.0,312.1,37.48332962798263,79.0,False,False,False,False,False,False
8076,L55255,L,300.4,312.0,36.959437225152655,117.0,False,False,False,False,False,False
5119,M19978,M,304.2,313.6,38.88444419044716,146.0,False,False,False,False,False,False
10,M14869,M,298.5,309.0,41.72529209005013,21.0,False,False,False,False,False,False
221,L47400,L,298.3,308.5,37.62977544445356,151.0,False,False,False,False,False,False
6707,L53886,L,301.4,310.6,37.16180835212409,70.0,False,False,False,False,False,False
6846,M21705,M,300.1,310.1,40.59556626036888,0.0,False,False,False,False,False,False
3270,M18129,M,301.3,310.0,41.182520563948,202.0,False,False,False,False,False,False
1984,M16843,M,298.0,307.6,38.19685850956856,163.0,False,False,False,False,False,False
4198,L51377,L,302.4,311.0,39.66106403010388,193.0,False,False,False,False,False,False
3695,M18554,M,302.1,311.3,38.87158345115362,204.0,False,False,False,False,False,False
9063,L56242,L,297.2,308.3,39.698866482558415,113.0,False,False,False,False,False,False
5048,M19907,M,304.1,313.3,40.98780306383839,158.0,False,False,False,False,False,False
7741,L54920,L,300.1,312.0,38.11823710509184,151.0,False,False,False,False,False,False
4535,L51714,L,302.4,310.2,40.4103947023535,164.0,False,False,False,False,False,False
8606,L55785,L,300.1,308.4,40.4103947023535,213.0,False,False,False,False,False,False
6861,L54040,L,301.1,311.2,43.70354676682432,41.0,False,False,False,False,False,False
7728,M22587,M,300.7,311.9,40.70626487409524,116.0,False,False,False,False,False,False
5080,M19939,M,304.2,313.4,37.5632799419859,44.0,False,False,False,False,False,False
3184,L50363,L,300.1,309.3,40.19950248448356,199.0,False,False,False,False,False,False
5520,L52699,L,302.5,311.9,38.1051177665153,77.0,False,False,False,False,False,False
5503,L52682,L,302.6,312.1,37.93415347678132,35.0,False,False,False,False,False,False
8851,L56030,L,297.6,309.0,38.61346915261564,7.0,False,False,False,False,False,False
1479,L48658,L,298.3,309.4,39.59797974644666,140.0,False,False,False,False,False,False
1541,M16400,M,300.1,309.1,39.05124837953327,86.0,False,False,False,False,False,False
181,L47360,L,298.2,308.3,38.40572873934304,47.0,False,False,False,False,False,False
3950,L51129,L,302.3,310.1,37.20215047547655,108.0,False,False,False,False,False,False
1192,M16051,M,297.2,308.3,42.14261501141095,43.0,False,False,False,False,False,False
4067,M18926,M,301.9,310.7,38.36665218650175,73.0,False,False,False,False,False,False
1369,H30782,H,298.8,310.3,41.32795663954365,78.0,False,False,False,False,False,False
5330,L52509,L,303.7,313.0,38.15756805667783,51.0,False,False,False,False,False,False
9437,L56616,L,298.0,308.6,38.48376280978771,54.0,False,False,False,False,False,False
1782,L48961,L,298.5,308.1,40.76763422127902,48.0,False,False,False,False,False,False
3726,H33139,H,302.3,311.1,39.28103868280471,73.0,False,False,False,False,False,False
5024,M19883,M,304.0,313.0,39.68626966596886,92.0,False,False,False,False,False,False
9288,L56467,L,298.2,308.9,41.340053217188775,81.0,False,False,False,False,False,False
6228,L53407,L,301.2,310.8,38.45776904605882,139.0,False,False,False,False,False,False
622,L47801,L,298.3,310.1,37.52332607858744,78.0,False,False,False,False,False,False
2285,L49464,L,299.2,308.5,37.12142238654117,100.0,False,False,False,False,False,False
2522,L49701,L,298.8,308.6,39.7994974842648,42.0,False,False,False,False,False,False
8704,M23563,M,297.2,308.6,35.832945734337834,32.0,False,False,False,False,False,False
9131,L56310,L,297.6,308.6,39.698866482558415,83.0,False,False,False,False,False,False
2353,M17212,M,299.3,310.1,37.70941526992961,37.0,False,False,False,False,False,False
8635,L55814,L,297.3,308.3,37.5632799419859,63.0,False,False,False,False,False,False
6094,L53273,L,301.0,310.8,37.08099243547832,20.0,False,False,False,False,False,False
9935,L57114,L,298.3,308.2,38.36665218650175,71.0,False,False,False,False,False,False
8641,L55820,L,297.6,308.6,37.1887079635741,75.0,False,False,False,False,False,False
6544,L53723,L,301.4,310.8,41.20679555607303,99.0,False,False,False,False,False,False
8140,L55319,L,299.5,310.8,39.63584236521283,74.0,False,False,False,False,False,False
5225,L52404,L,303.9,310.1,39.87480407475377,5.0,False,False,False,False,False,False
3589,M18448,M,301.7,310.6,38.79432948254165,146.0,False,False,False,False,False,False
511,L47690,L,297.5,309.3,39.54743986657038,20.0,False,False,False,False,False,False
3876,L51055,L,302.6,310.1,37.77565353504821,21.0,False,False,False,False,False,False
3272,M18131,M,301.4,310.0,41.09744517606904,207.0,False,False,False,False,False,False
9769,L56948,L,298.6,309.6,40.13726448077895,23.0,False,False,False,False,False,False
4030,H33443,H,302.0,310.9,40.97560249709576,222.0,False,False,False,False,False,False
2555,L49734,L,299.3,309.1,39.1279950930277,127.0,False,False,False,False,False,False
4756,L51935,L,303.4,311.7,35.98610843089316,51.0,True,False,True,False,False,False
5901,M20760,M,300.9,310.7,38.535697735995385,181.0,False,False,False,False,False,False
6548,L53727,L,301.4,310.8,41.71330722922842,110.0,False,False,False,False,False,False
2970,L50149,L,300.1,309.4,38.31448812133603,76.0,False,False,False,False,False,False
1056,L48235,L,300.1,307.8,38.47076812334269,122.0,False,False,False,False,False,False
6829,L54008,L,301.0,310.9,37.30951621235526,173.0,False,False,False,False,False,False
3138,L50317,L,300.4,309.9,39.585350825778974,72.0,False,False,False,False,False,False
2298,L49477,L,299.3,308.7,42.44997055358225,130.0,False,False,False,False,False,False
1850,L49029,L,297.7,307.2,40.84115571332428,31.0,False,False,False,False,False,False
1694,H31107,H,298.0,307.5,41.02438299353203,26.0,False,False,False,False,False,False
4270,L51449,L,302.6,311.0,40.12480529547776,152.0,False,False,False,False,False,False
3697,L50876,L,302.1,311.2,38.13135192987524,108.0,False,False,False,False,False,False
9693,M24552,M,299.0,310.0,40.82891132518721,53.0,False,False,False,False,False,False
1247,H30660,H,300.1,308.5,40.65710270051225,207.0,False,False,False,False,False,False
7659,M22518,M,300.4,311.6,36.864617182333525,160.0,False,False,False,False,False,False
7863,M22722,M,300.5,312.0,37.17526059088221,27.0,False,False,False,False,False,False
7498,M22357,M,300.3,311.8,38.50973902793941,181.0,False,False,False,False,False,False
5189,L52368,L,304.0,313.2,40.39801975344831,121.0,False,False,False,False,False,False
7242,M22101,M,299.9,310.0,38.52272056851645,182.0,False,False,False,False,False,False
5804,L52983,L,301.5,310.1,40.87786687193939,170.0,False,False,False,False,False,False
4085,L51264,L,302.0,310.4,40.13726448077895,117.0,False,False,False,False,False,False
9760,L56939,L,298.5,309.7,40.162171256046406,0.0,False,False,False,False,False,False
7313,L54492,L,300.0,310.5,37.57658845611187,142.0,False,False,False,False,False,False
1878,M16737,M,298.2,307.8,39.57271787481876,100.0,False,False,False,False,False,False
7962,L55141,L,301.0,312.2,35.552777669262355,57.0,False,False,False,False,False,False
4150,L51329,L,301.9,310.4,40.0374824383352,69.0,False,False,False,False,False,False
734,M15593,M,297.1,308.4,37.69615364994153,165.0,False,False,False,False,False,False
482,M15341,M,297.3,309.0,39.44616584663204,168.0,False,False,False,False,False,False
2451,L49630,L,299.2,308.7,38.62641583165593,91.0,False,False,False,False,False,False
1795,M16654,M,298.1,307.8,38.91015291668744,78.0,False,False,False,False,False,False
3017,L50196,L,300.5,309.8,37.96050579220461,108.0,False,False,False,False,False,False
2701,L49880,L,299.9,309.3,38.379682124790975,59.0,False,False,False,False,False,False
3534,L50713,L,302.0,311.0,39.5347948015416,8.0,False,False,False,False,False,False
5642,L52821,L,302.6,312.1,38.379682124790975,184.0,False,False,False,False,False,False
7104,H36517,H,300.8,310.3,42.15447781671598,38.0,False,False,False,False,False,False
2682,L49861,L,299.8,309.5,39.30648801406709,18.0,False,False,False,False,False,False
5473,L52652,L,302.8,312.3,37.22902093797257,172.0,False,False,False,False,False,False
7054,H36467,H,300.7,310.5,39.585350825778974,129.0,False,False,False,False,False,False
9105,M23964,M,297.4,308.3,39.370039370059054,18.0,False,False,False,False,False,False
5504,H34917,H,302.6,312.0,40.70626487409524,37.0,False,False,False,False,False,False
6712,L53891,L,301.5,310.1,37.76241517699841,81.0,False,False,False,False,False,False
517,L47696,L,297.5,309.3,41.617304093369626,32.0,False,False,False,False,False,False
