UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool wear failure,Head dissipation failure,Power failure,Overstrain failure,Random failure
3377,M18236,M,301.5,310.8,37.21558813185679,47.5,30.0,False,False,False,False,False,False
9686,L56865,L,299.0,310.1,36.87817782917155,48.1,37.0,False,False,False,False,False,False
1708,L48887,L,298.2,307.8,37.93415347678132,41.6,62.0,False,False,False,False,False,False
1543,L48722,L,298.3,308.9,37.134889255254286,54.7,91.0,False,False,False,False,False,False
7039,L54218,L,300.7,310.6,40.66939881532551,34.2,89.0,False,False,False,False,False,False
5817,L52996,L,301.3,311.0,39.774363602702685,35.6,202.0,False,False,False,False,False,False
5811,L52990,L,301.3,311.0,43.08131845707603,21.9,189.0,False,False,False,False,False,False
6158,L53337,L,300.1,311.2,42.118879377305376,29.6,186.0,False,False,False,False,False,False
5270,L52449,L,303.5,312.9,38.781438859330635,44.8,111.0,False,False,False,False,False,False
2717,L49896,L,299.5,309.0,38.704004960727254,44.6,101.0,False,False,False,False,False,False
8856,L56035,L,297.7,308.9,40.76763422127902,28.1,19.0,False,False,False,False,False,False
7534,L54713,L,300.0,311.2,38.781438859330635,37.9,58.0,False,False,False,False,False,False
8450,L55629,L,298.4,309.9,41.53311931459037,27.8,21.0,False,False,False,False,False,False
7620,L54799,L,300.6,311.5,38.19685850956856,47.0,63.0,False,False,False,False,False,False
2730,L49909,L,299.7,309.3,37.64306044943742,54.6,131.0,False,False,False,False,False,False
4622,L51801,L,303.0,311.2,36.61966684720111,51.0,174.0,True,False,True,False,False,False
7283,L54462,L,300.1,310.2,38.54867053479276,36.4,66.0,False,False,False,False,False,False
8316,H37729,H,298.7,309.8,37.70941526992961,40.7,85.0,False,False,False,False,False,False
1328,L48507,L,298.8,310.2,42.59107887809371,26.8,204.0,False,False,False,False,False,False
3333,M18192,M,301.7,310.8,40.87786687193939,31.6,137.0,False,False,False,False,False,False
8216,L55395,L,299.1,310.5,37.907782842049734,43.1,40.0,False,False,False,False,False,False
4336,L51515,L,301.7,310.1,40.08740450565489,37.7,93.0,False,False,False,False,False,False
5217,M20076,M,303.7,312.7,36.27671429443411,51.8,197.0,False,False,False,False,False,False
6602,M21461,M,300.1,310.7,36.701498607005135,47.9,29.0,False,False,False,False,False,False
3628,L50807,L,302.2,311.5,39.84971769034255,30.6,39.0,False,False,False,False,False,False
2668,M17527,M,299.8,310.1,40.779897008207364,35.2,208.0,False,False,False,False,False,False
3021,L50200,L,300.4,309.6,39.28103868280471,38.1,209.0,False,False,False,False,False,False
9545,L56724,L,299.6,311.0,41.32795663954365,31.0,122.0,False,False,False,False,False,False
8793,L55972,L,297.4,308.5,37.656340767525464,51.2,52.0,False,False,False,False,False,False
5404,L52583,L,302.7,312.3,43.104524124504614,25.4,2.0,False,False,False,False,False,False
1939,L49118,L,298.1,307.9,38.948684188300895,40.8,50.0,False,False,False,False,False,False
100,L47279,L,298.8,308.8,39.02563260217571,44.4,55.0,False,False,False,False,False,False
7920,L55099,L,300.8,312.0,38.67815921162743,40.0,175.0,False,False,False,False,False,False
4930,L52109,L,303.5,312.4,36.60601043544625,44.5,76.0,False,False,False,False,False,False
2999,L50178,L,300.5,309.7,40.19950248448356,34.5,155.0,False,False,False,False,False,False
4308,L51487,L,301.4,309.9,35.482389998420345,63.9,20.0,True,False,True,False,False,False
5822,L53001,L,301.3,311.1,36.09709129556009,49.2,212.0,False,False,False,False,False,False
3066,M17925,M,300.1,309.2,41.0731055558257,27.7,95.0,False,False,False,False,False,True
3200,H32613,H,300.1,309.1,39.496835316262995,35.4,14.0,False,False,False,False,False,False
3425,L50604,L,301.5,310.5,39.91240408695021,32.9,155.0,False,False,False,False,False,False
2246,M17105,M,299.3,308.4,37.92097045171708,42.3,0.0,False,False,False,False,False,False
6615,L53794,L,301.7,310.6,40.74309757492672,28.7,66.0,False,False,False,False,False,False
9371,H38784,H,297.7,308.4,37.656340767525464,51.9,77.0,False,False,False,False,False,False
6302,M21161,M,301.2,310.6,39.698866482558415,39.6,109.0,False,False,False,False,False,False
7972,L55151,L,301.0,312.1,37.48332962798263,46.1,79.0,False,False,False,False,False,False
8076,L55255,L,300.4,312.0,36.959437225152655,43.0,117.0,False,False,False,False,False,False
5119,M19978,M,304.2,313.6,38.88444419044716,33.4,146.0,False,False,False,False,False,False
10,M14869,M,298.5,309.0,41.72529209005013,28.0,21.0,False,False,False,False,False,False
221,L47400,L,298.3,308.5,37.62977544445356,52.7,151.0,False,False,False,False,False,False
6707,L53886,L,301.4,310.6,37.16180835212409,46.1,70.0,False,False,False,False,False,False
6846,M21705,M,300.1,310.1,40.59556626036888,32.4,0.0,False,False,False,False,False,False
3270,M18129,M,301.3,310.0,41.182520563948,32.4,202.0,False,False,False,False,False,False
1984,M16843,M,298.0,307.6,38.19685850956856,44.4,163.0,False,False,False,False,False,False
4198,L51377,L,302.4,311.0,39.66106403010388,36.5,193.0,False,False,False,False,False,False
3695,M18554,M,302.1,311.3,38.87158345115362,45.0,204.0,False,False,False,False,False,False
9063,L56242,L,297.2,308.3,39.698866482558415,35.3,113.0,False,False,False,False,False,False
5048,M19907,M,304.1,313.3,40.98780306383839,29.3,158.0,False,False,False,False,False,False
7741,L54920,L,300.1,312.0,38.118237105091836,45.1,151.0,False,False,False,False,False,False
4535,L51714,L,302.4,310.2,40.4103947023535,28.0,164.0,False,False,False,False,False,False
8606,L55785,L,300.1,308.4,40.4103947023535,33.3,213.0,False,False,False,False,False,False
6861,L54040,L,301.1,311.2,43.70354676682432,20.2,41.0,False,False,False,False,False,False
7728,M22587,M,300.7,311.9,40.70626487409524,30.9,116.0,False,False,False,False,False,False
5080,M19939,M,304.2,313.4,37.5632799419859,54.8,44.0,False,False,False,False,False,False
3184,L50363,L,300.1,309.3,40.19950248448356,32.0,199.0,False,False,False,False,False,False
5520,L52699,L,302.5,311.9,38.1051177665153,47.4,77.0,False,False,False,False,False,False
5503,L52682,L,302.6,312.1,37.93415347678132,52.3,35.0,False,False,False,False,False,False
8851,L56030,L,297.6,309.0,38.61346915261564,43.2,7.0,False,False,False,False,False,False
1479,L48658,L,298.3,309.4,39.59797974644666,35.8,140.0,False,False,False,False,False,False
1541,M16400,M,300.1,309.1,39.05124837953327,39.3,86.0,False,False,False,False,False,False
181,L47360,L,298.2,308.3,38.40572873934304,49.9,47.0,False,False,False,False,False,False
3950,L51129,L,302.3,310.1,37.20215047547655,50.8,108.0,False,False,False,False,False,False
1192,M16051,M,297.2,308.3,42.14261501141095,28.0,43.0,False,False,False,False,False,False
4067,M18926,M,301.9,310.7,38.36665218650175,47.0,73.0,False,False,False,False,False,False
1369,H30782,H,298.8,310.3,41.32795663954365,27.1,78.0,False,False,False,False,False,False
5330,L52509,L,303.7,313.0,38.157568056677825,45.5,51.0,False,False,False,False,False,False
9437,L56616,L,298.0,308.6,38.48376280978771,42.5,54.0,False,False,False,False,False,False
1782,L48961,L,298.5,308.1,40.76763422127902,28.6,48.0,False,False,False,False,False,False
3726,H33139,H,302.3,311.1,39.28103868280471,37.5,73.0,False,False,False,False,False,False
5024,M19883,M,304.0,313.0,39.68626966596886,34.5,92.0,False,False,False,False,False,False
9288,L56467,L,298.2,308.9,41.340053217188775,28.1,81.0,False,False,False,False,False,False
6228,L53407,L,301.2,310.8,38.45776904605882,38.2,139.0,False,False,False,False,False,False
622,L47801,L,298.3,310.1,37.52332607858744,45.3,78.0,False,False,False,False,False,False
2285,L49464,L,299.2,308.5,37.12142238654117,53.4,100.0,False,False,False,False,False,False
2522,L49701,L,298.8,308.6,39.7994974842648,34.4,42.0,False,False,False,False,False,False
8704,M23563,M,297.2,308.6,35.832945734337834,51.3,32.0,False,False,False,False,False,False
9131,L56310,L,297.6,308.6,39.698866482558415,32.7,83.0,False,False,False,False,False,False
2353,M17212,M,299.3,310.1,37.70941526992961,45.4,37.0,False,False,False,False,False,False
8635,L55814,L,297.3,308.3,37.5632799419859,43.2,63.0,False,False,False,False,False,False
6094,L53273,L,301.0,310.8,37.080992435478315,57.2,20.0,False,False,False,False,False,False
9935,L57114,L,298.3,308.2,38.36665218650175,44.3,71.0,False,False,False,False,False,False
8641,L55820,L,297.6,308.6,37.1887079635741,47.5,75.0,False,False,False,False,False,False
6544,L53723,L,301.4,310.8,41.20679555607303,29.6,99.0,False,False,False,False,False,False
8140,L55319,L,299.5,310.8,39.63584236521283,38.2,74.0,False,False,False,False,False,False
5225,L52404,L,303.9,310.1,39.87480407475377,31.9,5.0,False,False,False,False,False,False
3589,M18448,M,301.7,310.6,38.79432948254165,44.5,146.0,False,False,False,False,False,False
511,L47690,L,297.5,309.3,39.54743986657038,37.5,20.0,False,False,False,False,False,False
3876,L51055,L,302.6,310.1,37.77565353504821,50.1,21.0,False,False,False,False,False,False
3272,M18131,M,301.4,310.0,41.09744517606904,32.1,207.0,False,False,False,False,False,False
9769,L56948,L,298.6,309.6,40.13726448077895,35.7,23.0,False,False,False,False,False,False
4030,H33443,H,302.0,310.9,40.97560249709576,29.0,222.0,False,False,False,False,False,False
2555,L49734,L,299.3,309.1,39.1279950930277,37.9,127.0,False,False,False,False,False,False
4756,L51935,L,303.4,311.7,35.98610843089316,51.3,51.0,True,False,True,False,False,False
5901,M20760,M,300.9,310.7,38.535697735995385,41.0,181.0,False,False,False,False,False,False
6548,L53727,L,301.4,310.8,41.71330722922842,29.2,110.0,False,False,False,False,False,False
2970,L50149,L,300.1,309.4,38.31448812133603,44.1,76.0,False,False,False,False,False,False
1056,L48235,L,300.1,307.8,38.47076812334269,39.4,122.0,False,False,False,False,False,False
6829,L54008,L,301.0,310.9,37.30951621235526,52.9,173.0,False,False,False,False,False,False
3138,L50317,L,300.4,309.9,39.585350825778974,36.5,72.0,False,False,False,False,False,False
2298,L49477,L,299.3,308.7,42.44997055358225,26.0,130.0,False,False,False,False,False,False
1850,L49029,L,297.7,307.2,40.84115571332428,32.7,31.0,False,False,False,False,False,False
1694,H31107,H,298.0,307.5,41.02438299353203,27.8,26.0,False,False,False,False,False,False
4270,L51449,L,302.6,311.0,40.124805295477756,39.2,152.0,False,False,False,False,False,False
3697,L50876,L,302.1,311.2,38.13135192987524,46.8,108.0,False,False,False,False,False,False
9693,M24552,M,299.0,310.0,40.82891132518721,30.0,53.0,False,False,False,False,False,False
1247,H30660,H,300.1,308.5,40.65710270051225,33.3,207.0,False,False,False,False,False,False
7659,M22518,M,300.4,311.6,36.864617182333525,55.4,160.0,False,False,False,False,False,False
7863,M22722,M,300.5,312.0,37.17526059088221,54.1,27.0,False,False,False,False,False,False
7498,M22357,M,300.3,311.8,38.50973902793941,45.1,181.0,False,False,False,False,False,False
5189,L52368,L,304.0,313.2,40.39801975344831,30.6,121.0,False,False,False,False,False,False
7242,M22101,M,299.9,310.0,38.52272056851645,42.1,182.0,False,False,False,False,False,False
5804,L52983,L,301.5,310.1,40.87786687193939,31.1,170.0,False,False,False,False,False,False
4085,L51264,L,302.0,310.4,40.13726448077895,35.6,117.0,False,False,False,False,False,False
9760,L56939,L,298.5,309.7,40.162171256046406,36.7,0.0,False,False,False,False,False,False
7313,L54492,L,300.0,310.5,37.57658845611187,52.4,142.0,False,False,False,False,False,False
1878,M16737,M,298.2,307.8,39.57271787481876,33.8,100.0,False,False,False,False,False,False
7962,L55141,L,301.0,312.2,35.552777669262355,59.0,57.0,False,False,False,False,False,False
4150,L51329,L,301.9,310.4,40.0374824383352,37.6,69.0,False,False,False,False,False,False
734,M15593,M,297.1,308.4,37.69615364994153,42.0,165.0,False,False,False,False,False,False
482,M15341,M,297.3,309.0,39.44616584663204,39.5,168.0,False,False,False,False,False,False
2451,L49630,L,299.2,308.7,38.62641583165593,37.8,91.0,False,False,False,False,False,False
1795,M16654,M,298.1,307.8,38.91015291668744,43.5,78.0,False,False,False,False,False,False
3017,L50196,L,300.5,309.8,37.960505792204614,48.8,108.0,False,False,False,False,False,False
2701,L49880,L,299.9,309.3,38.379682124790975,40.4,59.0,False,False,False,False,False,False
3534,L50713,L,302.0,311.0,39.534794801541594,36.2,8.0,False,False,False,False,False,False
5642,L52821,L,302.6,312.1,38.379682124790975,37.3,184.0,False,False,False,False,False,False
7104,H36517,H,300.8,310.3,42.15447781671598,30.1,38.0,False,False,False,False,False,False
2682,L49861,L,299.8,309.5,39.30648801406709,32.2,18.0,False,False,False,False,False,False
5473,L52652,L,302.8,312.3,37.22902093797257,57.8,172.0,False,False,False,False,False,False
7054,H36467,H,300.7,310.5,39.585350825778974,38.7,129.0,False,False,False,False,False,False
9105,M23964,M,297.4,308.3,39.370039370059054,47.8,18.0,False,False,False,False,False,False
5504,H34917,H,302.6,312.0,40.70626487409524,29.3,37.0,False,False,False,False,False,False
6712,L53891,L,301.5,310.1,37.76241517699841,46.1,81.0,False,False,False,False,False,False
517,L47696,L,297.5,309.3,41.617304093369626,29.9,32.0,False,False,False,False,False,False
4830,L52009,L,303.4,311.9,38.61346915261564,38.2,26.0,False,False,False,False,False,False
7983,L55162,L,301.0,312.3,38.57460304397182,42.6,107.0,False,False,False,False,False,False
5397,L52576,L,302.8,312.4,39.02563260217571,39.7,239.0,False,False,False,False,False,False
4414,M19273,M,302.7,310.1,37.389838191679836,47.3,70.0,False,False,False,False,False,False
5735,L52914,L,302.3,311.8,37.0,56.2,208.0,True,False,False,False,True,False
3889,L51068,L,300.1,311.2,43.62338822237447,22.9,55.0,False,False,False,False,False,False
1351,L48530,L,300.1,310.2,37.89459064299283,47.5,32.0,False,False,False,False,False,False
3214,L50393,L,300.4,309.2,41.8568990729127,29.0,52.0,False,False,False,False,False,False
1554,L48733,L,300.1,308.8,36.49657518178932,59.1,115.0,False,False,False,False,False,False
8966,L56145,L,297.1,307.9,38.67815921162743,44.7,88.0,False,False,False,False,False,False
5177,M20036,M,304.0,313.3,42.941821107167776,27.1,88.0,False,False,False,False,False,False
5699,L52878,L,302.5,311.9,35.566838487557476,59.8,119.0,False,False,False,False,False,False
3903,L51082,L,302.2,311.1,40.3732584763727,34.6,94.0,False,False,False,False,False,False
8764,L55943,L,297.5,310.1,40.0374824383352,36.7,184.0,False,False,False,False,False,False
4794,H34207,H,303.6,312.6,38.704004960727254,40.2,155.0,False,False,False,False,False,False
5890,M20749,M,301.4,311.0,35.12833614050059,55.8,152.0,False,False,False,False,False,False
7708,H37121,H,300.5,311.4,40.97560249709576,27.5,59.0,False,False,False,False,False,False
1704,M16563,M,298.1,307.8,40.44749683231337,36.7,51.0,False,False,False,False,False,False
4968,L52147,L,303.9,312.6,37.76241517699841,53.4,172.0,False,False,False,False,False,False
9925,M24784,M,298.5,308.6,37.20215047547655,54.4,44.0,False,False,False,False,False,False
8127,L55306,L,300.2,311.4,37.8549864614954,37.9,36.0,False,False,False,False,False,False
9851,M24710,M,298.5,310.1,38.704004960727254,34.6,46.0,False,False,False,False,False,False
8837,L56016,L,297.4,308.9,41.32795663954365,28.8,174.0,False,False,False,False,False,False
7731,L54910,L,300.6,311.9,38.36665218650175,44.2,126.0,False,False,False,False,False,False
2083,H31496,H,299.4,309.2,38.897300677553446,36.1,212.0,False,False,False,False,False,False
6350,L53529,L,300.1,309.8,38.80721582386451,35.2,21.0,False,False,False,False,False,False
8268,L55447,L,300.1,310.7,39.242833740697165,36.3,175.0,False,False,False,False,False,False
4133,M18992,M,301.8,310.3,37.53664875824692,52.5,26.0,False,False,False,False,False,False
1263,H30676,H,297.8,309.2,40.59556626036888,33.0,29.0,False,False,False,False,False,False
388,L47567,L,297.7,308.7,35.34119409414458,60.4,108.0,False,False,False,False,False,False
3463,H32876,H,301.6,310.1,42.261093218230876,27.1,35.0,False,False,False,False,False,False
582,L47761,L,297.8,309.7,37.33630940518894,42.9,206.0,False,False,False,False,False,False
8147,L55326,L,299.6,310.9,39.153543900903784,31.8,91.0,False,False,False,False,False,False
4081,L51260,L,302.0,310.1,36.837480912787726,58.0,108.0,True,False,True,False,False,False
7774,L54953,L,300.3,311.4,41.94043395102154,24.8,34.0,False,False,False,False,False,False
3167,M18026,M,300.4,309.7,39.230090491866065,37.7,156.0,False,False,False,False,False,False
7030,L54209,L,300.6,310.1,38.13135192987524,39.7,67.0,False,False,False,False,False,False
8950,L56129,L,297.4,308.3,35.832945734337834,60.3,50.0,False,False,False,False,False,False
7936,M22795,M,300.8,310.1,36.823905279043935,44.3,108.0,False,False,False,False,False,False
5510,L52689,L,302.8,312.2,38.84584919911006,36.5,52.0,False,False,False,False,False,True
5820,L52999,L,301.3,311.0,37.656340767525464,41.9,208.0,False,False,False,False,False,False
5019,M19878,M,303.9,313.0,40.24922359499622,36.6,80.0,False,False,False,False,False,False
4472,L51651,L,302.8,310.6,40.8656334834051,29.1,2.0,False,False,False,False,False,False
134,M14993,M,300.1,308.4,37.815340802378074,49.6,135.0,False,False,False,False,False,False
5825,L53004,L,301.2,311.0,39.949968710876355,37.2,219.0,False,False,False,False,False,False
6539,L53718,L,301.4,310.7,38.561638969317684,44.6,88.0,False,False,False,False,False,False
7088,L54267,L,300.6,310.3,40.59556626036888,30.5,217.0,True,True,False,False,False,False
8815,L55994,L,297.2,310.1,38.23610858861032,51.2,102.0,False,False,False,False,False,False
4798,L51977,L,303.5,312.5,37.14835124201342,46.1,166.0,False,False,False,False,False,False
1002,L48181,L,296.3,307.1,40.76763422127902,32.9,190.0,False,False,False,False,False,False
1837,L49016,L,297.7,307.2,38.961519477556315,35.8,195.0,False,False,False,False,False,False
3227,L50406,L,300.5,309.3,38.27531841800928,46.0,89.0,False,False,False,False,False,False
3111,H32524,H,299.9,309.2,39.05124837953327,33.2,0.0,False,False,False,False,False,False
1816,M16675,M,298.1,307.6,39.56008088970496,36.3,140.0,False,False,False,False,False,False
5093,M19952,M,303.9,313.2,40.099875311526844,40.6,79.0,False,False,False,False,False,False
4762,H34175,H,303.7,311.9,36.49657518178932,52.7,66.0,True,False,True,False,False,False
2302,M17161,M,299.2,308.6,39.824615503479755,35.7,138.0,False,False,False,False,False,False
883,M15742,M,295.7,306.2,41.701318923986086,25.9,94.0,False,False,False,False,False,False
193,H29606,H,298.2,308.4,37.389838191679836,51.8,76.0,False,False,False,False,False,False
2426,L49605,L,298.8,308.1,38.36665218650175,53.5,28.0,False,False,False,False,False,False
8653,H38066,H,297.3,308.3,38.22302970723278,41.5,108.0,False,False,False,False,False,False
5658,L52837,L,302.3,311.5,42.35563716909474,26.1,7.0,False,False,False,False,False,False
9583,M24442,M,300.1,310.5,37.469987990390386,47.5,12.0,False,False,False,False,False,False
5289,L52468,L,303.8,313.2,39.1279950930277,39.4,159.0,False,False,False,False,False,False
5839,M20698,M,301.4,311.2,38.41874542459709,36.5,25.0,False,False,False,False,False,False
5984,H35397,H,300.8,310.8,38.28837943815329,45.2,188.0,False,False,False,False,False,False
7655,M22514,M,300.3,311.5,39.242833740697165,41.5,151.0,False,False,False,False,False,False
9692,L56871,L,299.0,310.0,39.774363602702685,31.9,51.0,False,False,False,False,False,False
7157,M22016,M,300.2,310.0,40.792156108742276,30.7,179.0,False,False,False,False,False,False
9810,M24669,M,298.2,309.0,36.78314831549904,50.3,150.0,False,False,False,False,False,False
4288,M19147,M,300.1,309.9,38.17066936798463,39.2,192.0,False,False,False,False,False,False
4870,L52049,L,303.7,312.4,41.44876355212541,26.5,130.0,False,False,False,False,False,False
3651,L50830,L,302.1,310.1,38.02630668366309,39.7,95.0,False,False,False,False,False,False
7986,L55165,L,301.0,312.2,39.242833740697165,34.1,113.0,False,False,False,False,False,False
3390,M18249,M,300.1,310.7,37.62977544445356,53.2,69.0,False,False,False,False,False,False
2143,L49322,L,299.3,308.9,37.094473981982816,60.3,163.0,False,False,False,False,False,False
1421,M16280,M,298.8,309.9,38.66522985836241,35.2,108.0,False,False,False,False,False,False
422,M15281,M,297.3,308.3,40.70626487409524,31.1,8.0,False,False,False,False,False,False
4726,M19585,M,303.4,311.8,38.92300091205713,42.6,204.0,False,False,False,False,False,False
2706,L49885,L,300.1,309.2,36.41428291206625,64.8,71.0,False,False,False,False,False,False
5925,L53104,L,300.3,310.2,37.0,48.8,108.0,False,False,False,False,False,False
131,L47310,L,298.8,308.4,38.379682124790975,41.1,108.0,False,False,False,False,False,False
1362,M16221,M,298.6,310.1,38.18376618407357,41.9,61.0,False,False,False,False,False,False
5201,L52380,L,303.8,312.8,37.62977544445356,58.7,156.0,False,False,False,False,False,False
81,H29494,H,298.8,308.8,38.01315561749642,49.9,4.0,False,False,False,False,False,False
1651,M16510,M,298.0,307.9,37.64306044943742,51.0,137.0,False,False,False,False,False,False
9342,M24201,M,298.3,308.9,36.91882988394946,46.1,5.0,False,False,False,False,False,False
5957,L53136,L,300.7,310.9,39.179076048319466,37.1,113.0,False,False,False,False,False,False
7306,M22165,M,300.0,310.5,42.30839160261236,25.7,123.0,False,False,False,False,False,False
8681,L55860,L,297.2,308.5,38.65229618017538,39.6,181.0,False,False,False,False,False,False
5468,L52647,L,302.9,312.4,37.1887079635741,51.4,160.0,False,False,False,False,False,False
3545,M18404,M,301.9,310.9,38.50973902793941,37.0,35.0,False,False,False,False,False,False
4609,M19468,M,303.0,311.2,38.97435053981015,38.0,139.0,False,False,False,False,False,False
5696,L52875,L,302.4,311.8,38.09199390948182,42.0,110.0,False,False,False,False,False,False
3346,L50525,L,301.3,310.7,39.92492955535426,34.1,172.0,False,False,False,False,False,False
8361,L55540,L,298.6,309.6,39.242833740697165,35.8,5.0,False,False,False,False,False,False
5821,L53000,L,301.3,311.1,41.50903516103452,27.6,210.0,False,False,False,False,False,False
1607,L48786,L,297.8,307.7,38.79432948254165,39.7,25.0,False,False,False,False,False,False
2541,L49720,L,299.1,308.8,38.7556447501522,38.3,88.0,False,False,False,False,False,False
7331,H36744,H,299.8,310.2,39.20459156782532,36.6,191.0,False,False,False,False,False,False
7209,L54388,L,299.8,309.7,41.31585652022719,29.1,94.0,False,False,False,False,False,False
522,L47701,L,297.5,309.4,38.691084244306204,35.8,44.0,False,False,False,False,False,False
9083,L56262,L,300.1,307.9,36.180105030251084,49.6,108.0,False,False,False,False,False,False
1461,L48640,L,299.0,310.3,37.907782842049734,47.8,99.0,False,False,False,False,False,False
6640,L53819,L,301.4,310.5,37.14835124201342,48.4,131.0,False,False,False,False,False,False
2557,M17416,M,299.3,310.1,38.06573262134856,47.9,131.0,False,False,False,False,False,False
9361,L56540,L,298.0,310.1,39.14077158156185,42.6,54.0,False,False,False,False,False,False
7703,M22562,M,300.7,311.7,41.24318125460256,30.8,44.0,False,False,False,False,False,False
9166,L56345,L,297.6,308.6,36.41428291206625,62.4,173.0,False,False,False,False,False,False
8415,L55594,L,298.6,309.8,42.91852746774987,20.1,142.0,False,False,False,False,False,False
4082,L51261,L,302.0,310.4,36.55133376499413,58.2,110.0,True,False,True,False,False,False
9595,L56774,L,299.1,310.1,41.557189510360296,28.7,43.0,False,False,False,False,False,False
8258,M23117,M,299.0,310.6,39.83716857408418,34.2,141.0,False,False,False,False,False,False
1310,L48489,L,298.9,310.2,40.66939881532551,31.1,158.0,False,False,False,False,False,False
2559,M17418,M,299.2,309.0,43.37049688440288,23.9,137.0,False,False,False,False,False,False
2611,H32024,H,299.4,310.1,39.331920878594275,40.9,50.0,False,False,False,False,False,False
5400,H34813,H,302.8,312.4,37.5632799419859,53.8,246.0,True,False,False,False,True,False
9792,M24651,M,298.5,309.4,39.0,37.5,94.0,False,False,False,False,False,False
6104,L53283,L,300.1,310.8,37.5099986670221,45.1,51.0,False,False,False,False,False,False
861,H30274,H,296.1,306.9,39.25557285278104,32.6,33.0,False,False,False,False,False,False
8054,L55233,L,300.5,311.9,43.439613257946945,21.7,56.0,False,False,False,False,False,False
2670,H32083,H,299.7,309.3,38.65229618017538,37.8,214.0,False,False,False,False,False,False
3401,H32814,H,300.1,310.7,39.191835884530846,44.4,96.0,False,False,False,False,False,False
4976,L52155,L,303.7,312.7,37.76241517699841,45.5,192.0,False,False,False,False,False,False
2723,L49902,L,299.6,309.3,39.4715087119811,34.8,115.0,False,False,False,False,False,False
9753,L56932,L,298.6,309.8,39.50949253027682,32.6,201.0,False,False,False,False,False,False
6063,M20922,M,301.1,311.2,37.5099986670221,53.0,165.0,False,False,False,False,False,False
7556,L54735,L,300.3,311.3,36.49657518178932,60.5,112.0,False,False,False,False,False,False
9926,M24785,M,298.5,308.7,36.9729630946723,47.3,47.0,False,False,False,False,False,False
5021,L52200,L,304.1,310.1,39.44616584663204,36.3,86.0,False,False,False,False,False,False
8556,L55735,L,298.2,309.0,39.949968710876355,37.2,87.0,False,False,False,False,False,False
124,L47303,L,298.9,308.7,39.319206502675,43.4,114.0,False,False,False,False,False,False
9477,M24336,M,298.8,309.6,41.13392760240627,31.9,167.0,False,False,False,False,False,False
2697,L49876,L,300.0,309.6,38.1051177665153,46.0,51.0,False,False,False,False,False,False
3219,L50398,L,300.6,309.6,37.76241517699841,53.6,66.0,False,False,False,False,False,False
9775,H39188,H,298.6,310.1,37.080992435478315,41.0,108.0,False,False,False,False,False,False
6794,L53973,L,301.3,310.7,40.099875311526844,31.4,86.0,False,False,False,False,False,False
1275,H30688,H,298.1,309.5,39.11521443121589,40.2,65.0,False,False,False,False,False,False
561,L47740,L,297.5,309.4,36.30426972134269,58.2,146.0,False,False,False,False,False,False
807,M15666,M,297.0,307.9,37.70941526992961,53.0,115.0,False,False,False,False,False,False
296,M15155,M,298.1,308.6,41.42463035441596,30.7,119.0,False,False,False,False,False,False
9706,L56885,L,300.1,310.0,38.49675310984031,41.1,82.0,False,False,False,False,False,False
4712,M19571,M,303.4,311.7,38.92300091205713,44.2,168.0,False,False,False,False,False,False
1491,L48670,L,298.2,310.1,36.61966684720111,43.8,171.0,False,False,False,False,False,False
5763,L52942,L,300.1,311.2,36.52396473549935,52.3,68.0,False,False,False,False,False,False
6052,L53231,L,300.9,311.0,37.17526059088221,51.2,136.0,False,False,False,False,False,False
9965,L57144,L,298.3,307.9,42.02380277890139,26.5,108.0,False,False,False,False,False,False
2904,M17763,M,300.7,309.5,41.6293165929973,26.7,108.0,False,False,False,False,False,False
7279,H36692,H,300.0,310.1,41.400483088968905,28.7,55.0,False,False,False,False,False,False
9433,L56612,L,298.0,308.7,40.23679907746142,40.1,45.0,False,False,False,False,False,False
3831,L51010,L,302.3,310.9,43.485629810317796,22.7,108.0,False,False,False,False,False,False
7341,L54520,L,299.7,310.1,37.22902093797257,46.6,2.0,False,False,False,False,False,False
4362,M19221,M,302.1,310.1,37.134889255254286,48.2,166.0,True,False,True,False,False,False
980,L48159,L,300.1,306.8,37.26929030716845,53.3,132.0,False,False,False,False,False,False
7802,L54981,L,300.0,311.4,37.1887079635741,49.6,101.0,False,False,False,False,False,False
7423,L54602,L,300.0,311.2,36.75595189897821,44.1,206.0,False,False,False,False,False,False
7870,M22729,M,300.5,312.0,42.17819341792628,27.7,46.0,False,False,False,False,False,False
2550,L49729,L,299.4,309.2,38.58756276314948,42.3,114.0,False,False,False,False,False,False
2530,M17389,M,298.8,308.6,39.63584236521283,33.7,61.0,False,False,False,False,False,False
1460,L48639,L,299.0,310.3,38.36665218650175,36.1,97.0,False,False,False,False,False,False
9320,L56499,L,298.5,309.4,43.71498598878879,21.5,164.0,False,False,False,False,False,False
7330,M22189,M,299.9,310.4,39.698866482558415,34.3,188.0,False,False,False,False,False,False
6294,H35707,H,301.0,310.4,38.88444419044716,44.9,108.0,False,False,False,False,False,False
587,L47766,L,297.6,309.6,38.742741255621034,49.8,222.0,True,False,False,False,True,False
8057,L55236,L,300.1,311.5,38.71692136521188,43.4,65.0,False,False,False,False,False,False
7082,L54261,L,300.7,310.4,36.959437225152655,52.6,205.0,False,False,False,False,False,False
